Time,Type,Value
115719007,AccelX,-5
115753657,AccelY,73
115769169,BtnUp,Right
115806395,AccelX,-2
115834559,AccelX,-5
115834559,AccelY,71
115867117,AccelX,-7
115901055,AccelY,73
115950828,AccelY,76
116000398,AccelY,79
116185577,BtnDown,Up
116200347,AccelX,-10
116200347,AccelY,76
116216773,AccelY,73
116234055,AccelX,-13
116300672,AccelY,71
116334796,AccelX,-10
116350137,AccelX,-7
116350137,AccelY,68
116366665,AccelY,65
116383676,AccelX,-5
116417040,AccelY,63
116433685,AccelX,-2
116517198,AccelY,65
116551052,AccelX,0
116551052,AccelY,63
117501559,AccelY,65
117569420,BtnUp,Up
117585030,AccelY,68
117851614,AccelY,71
117901820,AccelY,73
117936919,AccelY,76
117952629,AccelX,-2
117985759,AccelY,79
118001336,AccelX,-5
118001336,AccelY,81
118037528,AccelY,84
118051849,AccelX,-7
118068817,AccelX,-5
118085327,BtnDown,Up
118101829,AccelX,0
118101829,AccelY,79
118119253,AccelY,73
118134985,AccelY,68
118151890,BtnUp,Up
118169059,AccelY,65
118237566,AccelY,68
118270702,AccelY,71
118302295,AccelY,73
118336923,AccelY,76
118487152,AccelY,79
118586985,BtnDown,Right
118586985,AccelY,81
118637107,AccelY,79
118668908,BtnUp,Right
118668908,AccelY,76
118718746,AccelY,73
118735323,AccelY,68
118787234,AccelY,71
118803405,AccelY,73
118919653,AccelX,-2
118919653,AccelY,71
118935455,AccelX,-5
118935455,AccelY,68
118952179,AccelX,-7
118952179,AccelY,65
118968708,AccelX,-10
119052952,AccelY,60
119069189,BtnDown,B
119085655,AccelY,55
119102374,AccelX,-7
119102374,AccelY,52
119118705,AccelX,-5
119135485,AccelY,55
119151857,BtnUp,B
119168586,AccelX,-13
119168586,AccelY,58
119185394,AccelX,-15
119201684,AccelX,-21
119201684,AccelY,60
119237631,AccelY,58
119269544,AccelX,-18
119351910,AccelX,-21
119386769,AccelX,-23
119386769,AccelY,60
119437614,AccelY,63
119452125,AccelX,-26
119468760,AccelX,-23
119485077,BtnDown,Left
119501687,AccelX,-15
119501687,AccelY,65
119519144,AccelX,-10
119535032,BtnUp,Left
119551701,AccelX,-2
119551701,AccelY,60
119568726,AccelY,58
119597638,AccelX,-5
119625830,AccelY,60
119660445,AccelY,63
119675272,AccelY,65
119710075,AccelY,68
119775752,AccelX,-2
119775752,AccelY,71
119810099,AccelY,68
119875714,AccelX,0
119875714,AccelY,65
120010357,AccelY,68
120076484,BtnDown,B
120076484,AccelY,65
120092270,AccelY,63
120108685,AccelY,58
120125423,AccelY,55
120142066,BtnUp,B
120142066,AccelY,60
120158578,AccelY,63
120210568,AccelY,65
120460312,AccelY,68
120560046,BtnDown,B
120575260,AccelY,60
120591335,AccelY,58
120627349,AccelY,63
120641842,BtnUp,B
120693705,AccelY,60
120726995,AccelY,63
120760308,AccelY,65
120793958,AccelY,68
120808813,AccelY,65
120842798,AccelY,68
120981581,BtnDown,A
121031455,AccelY,65
121148681,AccelY,63
121280666,AccelY,68
121297130,BtnUp,A
121332215,AccelY,71
121447930,BtnDown,B
121447930,AccelY,65
121464151,AccelY,60
121480339,AccelY,58
121497164,AccelY,60
121513820,BtnUp,B
121513820,AccelY,63
121531276,AccelY,68
121581829,AccelY,71
121597323,AccelY,73
121748426,AccelY,76
121781634,AccelY,79
121798311,AccelY,81
121847975,AccelY,84
121951024,BtnDown,Right
121966699,AccelY,79
122250614,AccelY,76
122436279,AccelY,73
122485765,AccelY,71
123101056,AccelY,68
123117200,BtnUp,Right
123133640,AccelY,65
123150697,AccelY,60
123167419,AccelY,58
123217728,AccelY,55
123233900,AccelY,50
123250759,AccelY,42
123267783,AccelY,34
123284044,AccelY,26
123300534,AccelY,18
123317882,AccelY,10
123333517,AccelY,7
123350501,AccelY,5
123367855,AccelY,0
123785546,AccelY,-21
123801670,AccelY,-42
123816850,AccelY,-63
123833699,AccelY,-73
123850381,AccelY,-68
123867398,AccelY,-58
123883792,AccelY,-47
123900316,AccelY,-36
123917114,AccelY,-39
123933922,AccelY,-50
123967781,AccelY,-44
123984511,AccelY,-42
124017910,AccelY,-44
124136308,AccelY,-47
124251926,AccelY,-50
124336427,AccelY,-47
124369119,AccelY,-50
124436079,AccelY,-47
124486511,AccelY,-50
124601429,AccelY,-47
124635623,AccelY,-44
124736453,AccelY,-47
124768200,AccelY,-50
124818433,AccelY,-52
125051753,AccelY,-55
125136500,AccelY,-58
125211046,AccelY,-60
126417252,AccelY,-58
127419028,AccelY,-60
130427172,AccelY,-63
133433585,AccelY,-68
137441935,AccelY,-73
139449720,AccelY,-63
140451085,AccelY,-68
141453779,AccelY,-65
143458087,AccelY,-63
145463033,AccelY,-76
147466403,AccelY,-71
148470639,AccelY,-65
149474589,AccelY,-84
150476054,AccelY,-79
152479349,AccelY,-76
154484042,AccelY,-71
155487207,AccelY,-68
158494673,AccelY,-65
161499715,AccelY,-71
162501141,AccelY,-81
164507827,AccelY,-76
168521654,AccelY,-84
169523521,AccelY,-89
171529285,AccelY,-87
173533669,AccelY,-84
174535964,AccelY,-79
175538582,AccelY,-81
179547254,AccelY,-89
180549775,AccelY,-92
189575702,AccelY,-89
190578656,AccelY,-92
192581645,AccelY,-95
199595671,AccelY,-89
200598196,AccelY,-71
201599867,AccelY,-92
202601390,AccelY,-95
203603956,AccelY,-92
204607634,AccelY,-95
205608646,AccelY,-92
211624741,AccelY,-89
213631163,AccelY,-92
218644697,AccelY,-89
227667313,AccelY,-65
229672692,AccelY,-92
230676255,AccelY,-95
245715964,AccelY,-87
246719625,AccelX,5
246719625,AccelY,-84
247724436,AccelX,42
247724436,AccelY,-76
248728780,AccelX,65
248728780,AccelY,-31
249732677,AccelX,-5
249732677,AccelY,15
250737059,AccelX,0
250737059,AccelY,0
